2010/03/19,38,40,38,38,4000,38
2010/03/23,38,38,38,38,31000,38
2010/03/24,38,38,38,38,26500,38
2010/03/25,38,38,38,38,1000,38
2010/03/26,37,37,37,37,5100,37
2010/03/29,36,37,36,36,14800,36
2010/03/30,36,36,36,36,22600,36
2010/03/31,37,37,37,37,20000,37
2010/04/01,36,36,36,36,69000,36
2010/04/02,38,38,38,38,7000,38
2010/04/05,43,43,37,38,38900,38
2010/04/06,40,40,39,39,11000,39
2010/04/07,38,38,38,38,20800,38
2010/04/08,38,38,37,37,189300,37
2010/04/09,37,37,37,37,258600,37
2010/04/12,39,39,38,38,200000,38
2010/04/13,38,38,37,37,39000,37
2010/04/14,38,39,38,39,157600,39
2010/04/15,39,40,38,39,99600,39
2010/04/16,38,38,37,38,471200,38
2010/04/19,37,37,37,37,120800,37
2010/04/20,37,37,37,37,71700,37
2010/04/21,37,37,37,37,72000,37
2010/04/22,37,37,37,37,70600,37
2010/04/23,37,38,37,38,13000,38
2010/04/26,39,40,39,39,89200,39
2010/04/27,39,39,38,39,5000,39
2010/04/28,39,39,38,39,63700,39
2010/04/30,37,37,37,37,384000,37
2010/05/06,36,36,36,36,144400,36
2010/05/07,35,36,34,34,78600,34
2010/05/10,36,36,36,36,7000,36
2010/05/11,36,36,36,36,1500,36
2010/05/12,37,37,37,37,34600,37
2010/05/13,38,38,38,38,156800,38
2010/05/14,38,38,38,38,469300,38
2010/05/17,39,39,37,37,15300,37
2010/05/18,38,38,38,38,200,38
2010/05/19,37,37,37,37,41500,37
2010/05/21,35,35,35,35,78600,35
2010/05/24,35,35,34,35,116700,35
2010/05/25,35,35,34,35,10700,35
2010/05/26,35,35,35,35,18000,35
2010/05/27,35,35,35,35,500,35
2010/05/28,36,36,36,36,11000,36
2010/05/31,37,37,36,36,157400,36
2010/06/03,39,39,39,39,200,39
2010/06/04,40,41,40,40,590600,40
2010/06/07,41,41,40,40,652900,40
2010/06/08,42,42,42,42,9100,42
2010/06/09,41,41,41,41,100,41
2010/06/10,40,40,40,40,200,40
2010/06/11,41,41,41,41,2000,41
